Tick: 0 | WRITE to 0x91 with value 0x7
Tick: 18101 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18101 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18101 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18101 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18113 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18113 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18113 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18113 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18113 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18113 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18113 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18113 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18113 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18113 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18113 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18113 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18113 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18113 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18113 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18113 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18113 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18113 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18113 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18113 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18126 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18126 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18126 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18126 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18126 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18126 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18126 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18126 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18126 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18126 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18126 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18126 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18126 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18126 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18126 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18126 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18126 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18126 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18126 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18126 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18138 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18138 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18138 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18138 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18138 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18138 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18138 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18138 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18139 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18139 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18139 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18139 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18139 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18139 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18139 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18139 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18139 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18139 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18139 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18139 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18151 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18151 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18151 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18151 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18151 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18151 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18151 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18151 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18151 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18151 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18151 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18151 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18151 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18151 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18151 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18151 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18151 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18151 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18151 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18151 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18164 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18164 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18164 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18164 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18164 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18164 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18164 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18164 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18164 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18164 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18164 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18164 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18164 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18164 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18164 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18164 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18164 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18164 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18164 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18164 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18176 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18176 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18176 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18176 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18177 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18177 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18177 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18177 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18177 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18177 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18177 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18177 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18177 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18177 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18177 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18177 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18177 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18177 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18177 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18177 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18189 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18189 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18189 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18189 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18189 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18189 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18189 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18189 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18189 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18189 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18189 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18189 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18190 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18190 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18190 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18190 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18190 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18190 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18190 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18190 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18190 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18190 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18190 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18190 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18190 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18190 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18190 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18190 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18190 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18190 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18190 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18190 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18202 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18202 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18202 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18202 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18202 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18202 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18202 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18202 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18202 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18202 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18202 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18202 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18202 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18202 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18202 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18202 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18202 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18202 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18202 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18202 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18215 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18215 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18215 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18215 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18215 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18215 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18215 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18215 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18215 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18215 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18215 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18215 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18215 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18215 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18215 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18215 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18215 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18215 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18215 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18215 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18227 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18227 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18227 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18227 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18227 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18227 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18227 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18227 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18228 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18228 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18228 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18228 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18228 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18228 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18228 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18228 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18228 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18228 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18228 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18228 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18240 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18240 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18240 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18240 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18240 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18240 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18240 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18240 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18240 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18240 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18240 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18240 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18240 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18240 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18240 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18240 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18240 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18240 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18240 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18240 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18253 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18253 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18253 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18253 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18253 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18253 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18253 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18253 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18253 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18253 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18253 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18253 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18253 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18253 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18253 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18253 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18253 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18253 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18253 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18253 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18265 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18265 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18265 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18265 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18266 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18266 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18266 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18266 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18266 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18266 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18266 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18266 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18266 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18266 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18266 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18266 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18266 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18266 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18266 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18266 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18278 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18278 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18278 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18278 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18278 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18278 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18278 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18278 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18278 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18278 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18278 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18278 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18279 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18279 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18279 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18279 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18279 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18279 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18279 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18279 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18291 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18291 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18291 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18291 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18291 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18291 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18291 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18291 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18291 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18291 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18291 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18291 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18291 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18291 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18291 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18291 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18291 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18291 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18291 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18291 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18291 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18291 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18291 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18291 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18292 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18292 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18292 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18292 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18292 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18292 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18292 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18292 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18304 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18304 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18304 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18304 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18304 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18304 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18304 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18304 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18304 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18304 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18304 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18304 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18304 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18304 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18304 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18304 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18304 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18304 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18304 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18304 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18316 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18316 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18316 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18316 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18316 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18316 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18316 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18316 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18317 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18317 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18317 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18317 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18317 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18317 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18317 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18317 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18317 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18317 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18317 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18317 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18329 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18329 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18329 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18329 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18329 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18329 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18329 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18329 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18329 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18329 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18329 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18329 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18329 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18329 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18329 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18329 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18329 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18329 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18329 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18329 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18342 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18342 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18342 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18342 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18342 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18342 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18342 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18342 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18342 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18342 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18342 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18342 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18342 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18342 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18342 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18342 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18342 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18342 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18342 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18342 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18355 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18355 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18355 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18355 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18355 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18355 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18355 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18355 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18355 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18355 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18355 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18355 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18355 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18355 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18355 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18355 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18355 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18355 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18355 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18355 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18367 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18367 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18367 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18367 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18367 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18367 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18367 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18367 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18367 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18367 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18367 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18367 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18368 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18368 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18368 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18368 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18368 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18368 | Checking Chan: 1 | Port 91h: 0x87
Tick: 18368 | Checking Chan: 2 | Port 91h: 0x87
Tick: 18368 | Checking Chan: 3 | Port 91h: 0x87
Tick: 18380 | Checking Chan: 0 | Port 91h: 0x87
Tick: 18380 | Checking Chan: 1 | Port 91h: 0x87
